row_id,icd9_code,short_title,long_title,recode,super_category
8448,71293,Crys arthrop NOS-forearm,"Unspecified crystal arthropathy, forearm",12,muscular
8449,71294,Cryst arthrop NOS-hand,"Unspecified crystal arthropathy, hand",12,muscular
8450,71295,Cryst arthrop NOS-pelvis,"Unspecified crystal arthropathy, pelvic region and thigh",12,muscular
8451,71296,Cryst arthrop NOS-l/leg,"Unspecified crystal arthropathy, lower leg",12,muscular
8452,71297,Cryst arthrop NOS-ankle,"Unspecified crystal arthropathy, ankle and foot",12,muscular
8453,71298,Cry arthrop NOS-oth site,"Unspecified crystal arthropathy, other specified sites",12,muscular
8454,71299,Cryst arthrop NOS-mult,"Unspecified crystal arthropathy, multiple sites",12,muscular
8455,7130,Arthrop w endocr/met dis,Arthropathy associated with other endocrine and metabolic disorders,12,muscular
8456,7131,Arthrop w noninf GI dis,Arthropathy associated with gastrointestinal conditions other than infections,12,muscular
8457,7132,Arthropath w hematol dis,Arthropathy associated with hematological disorders,12,muscular
8458,7133,Arthropathy w skin dis,Arthropathy associated with dermatological disorders,12,muscular
8459,7134,Arthropathy w resp dis,Arthropathy associated with respiratory disorders,12,muscular
8460,7135,Arthropathy w nerve dis,Arthropathy associated with neurological disorders,12,muscular
8461,7136,Arthrop w hypersen react,Arthropathy associated with hypersensitivity reaction,12,muscular
8462,76400,Light-for-dates wtNOS,"""Light-for-dates"" without mention of fetal malnutrition, unspecified [weight]",14,prenatal
8463,76401,Light-for-dates <500g,"""Light-for-dates"" without mention of fetal malnutrition, less than 500 grams",14,prenatal
8464,76402,Lt-for-dates 500-749g,"""Light-for-dates"" without mention of fetal malnutrition, 500-749 grams",14,prenatal
8465,76403,Lt-for-dates 750-999g,"""Light-for-dates"" without mention of fetal malnutrition, 750-999 grams",14,prenatal
8466,76404,Lt-for-dates 1000-1249g,"""Light-for-dates"" without mention of fetal malnutrition, 1,000- 1,249 grams",14,prenatal
8467,76405,Lt-for-dates 1250-1499g,"""Light-for-dates""without mention of fetal malnutrition, 1,250- 1,499 grams",14,prenatal
8468,76406,Lt-for-dates 1500-1749g,"""Light-for-dates"" without mention of fetal malnutrition, 1,500- 1,749 grams",14,prenatal
8469,76407,Lt-for-dates 1750-1999g,"""Light-for-dates"" without mention of fetal malnutrition, 1,750- 1,999 grams",14,prenatal
8470,76408,Lt-for-dates 2000-2499g,"""Light-for-dates"" without mention of fetal malnutrition, 2,000- 2,499 grams",14,prenatal
8471,76409,Lt-for-dates 2500+g,"""Light-for-dates"" without mention of fetal malnutrition, 2,500 grams and over",14,prenatal
8472,76410,Lt-for-date w/mal wtNOS,"""Light-for-dates"" with signs of fetal malnutrition, unspecified [weight]",14,prenatal
8473,76411,Lt-for-date w/mal <500g,"""Light-for-dates"" with signs of fetal malnutrition, less than 500 grams",14,prenatal
8474,76412,Lt-date w/mal 500-749g,"""Light-for-dates""with signs of fetal malnutrition, 500-749 grams",14,prenatal
8475,76413,Lt-date w/mal 750-999g,"""Light-for-dates"" with signs of fetal malnutrition, 750-999 grams",14,prenatal
8476,76414,Lt-date w/mal 1000-1249g,"""Light-for-dates"" with signs of fetal malnutrition, 1,000-1,249 grams",14,prenatal
8477,76415,Lt-date w/mal 1250-1499g,"""Light-for-dates"" with signs of fetal malnutrition, 1,250-1,499 grams",14,prenatal
8478,76416,Lt-date w/mal 1500-1749g,"""Light-for-dates"" with signs of fetal malnutrition, 1,500-1,749 grams",14,prenatal
8479,76417,Lt-date w/mal 1750-1999g,"""Light-for-dates"" with signs of fetal malnutrition, 1,750-1,999 grams",14,prenatal
8480,76418,Lt-date w/mal 2000-2499g,"""Light-for-dates""with signs of fetal malnutrition, 2,000-2,499 grams",14,prenatal
8481,76419,Lt-for-date w/mal 2500+g,"""Light-for-dates""with signs of fetal malnutrition, 2,500 grams and over",14,prenatal
8482,76420,Fetal malnutrition wtNOS,"Fetal malnutrition without mention of ""light-for-dates"", unspecified [weight]",14,prenatal
8483,76421,Fetal malnutrition <500g,"Fetal malnutrition without mention of ""light-for-dates"", less than 500 grams",14,prenatal
8484,76422,Fetal malnutr 500-749g,"Fetal malnutrition without mention of ""light-for-dates"", 500-749 grams",14,prenatal
8485,76423,Fetal mal 750-999g,"Fetal malnutrition without mention of ""light-for-dates"", 750-999 grams",14,prenatal
8486,76424,Fetal mal 1000-1249g,"Fetal malnutrition without mention of ""light-for-dates"", 1,000-1,249 grams",14,prenatal
8487,76425,Fetal mal 1250-1499g,"Fetal malnutrition without mention of ""light-for-dates"", 1,250-1,499 grams",14,prenatal
8488,76426,Fetal mal 1500-1749g,"Fetal malnutrition without mention of ""light-for-dates"", 1,500-1,749 grams",14,prenatal
8489,76427,Fetal malnutr 1750-1999g,"Fetal malnutrition without mention of ""light-for-dates"", 1,750-1,999 grams",14,prenatal
8490,76428,Fetal malnutr 2000-2499g,"Fetal malnutrition without mention of ""light-for-dates"", 2,000-2,499 grams",14,prenatal
8491,76429,Fetal malnutr 2500+g,"Fetal malnutrition without mention of ""light-for-dates"", 2,500 grams and over",14,prenatal
8492,76490,Fet growth retard wtNOS,"Fetal growth retardation, unspecified, unspecified [weight]",14,prenatal
8493,76491,Fet growth retard <500g,"Fetal growth retardation, unspecified, less than 500 grams",14,prenatal
8494,76492,Fet growth ret 500-749g,"Fetal growth retardation, unspecified, 500-749 grams",14,prenatal
8495,76493,Fet growth ret 750-999g,"Fetal growth retardation, unspecified, 750-999 grams",14,prenatal
8496,76494,Fet grwth ret 1000-1249g,"Fetal growth retardation, unspecified, 1,000-1,249 grams",14,prenatal
8497,76495,Fet grwth ret 1250-1499g,"Fetal growth retardation, unspecified, 1,250-1,499 grams",14,prenatal
8498,76496,Fet grwth ret 1500-1749g,"Fetal growth retardation, unspecified, 1,500-1,749 grams",14,prenatal
8499,76497,Fet grwth ret 1750-1999g,"Fetal growth retardation, unspecified, 1,750-1,999 grams",14,prenatal
8500,76498,Fet grwth ret 2000-2499g,"Fetal growth retardation, unspecified, 2,000-2,499 grams",14,prenatal
8501,76499,Fet growth ret 2500+g,"Fetal growth retardation, unspecified, 2,500 grams and over",14,prenatal
8502,76500,Extreme immatur wtNOS,"Extreme immaturity, unspecified [weight]",14,prenatal
8503,76501,Extreme immatur <500g,"Extreme immaturity, less than 500 grams",14,prenatal
8504,76502,Extreme immatur 500-749g,"Extreme immaturity, 500-749 grams",14,prenatal
8505,76503,Extreme immatur 750-999g,"Extreme immaturity, 750-999 grams",14,prenatal
8506,76504,Extreme immat 1000-1249g,"Extreme immaturity, 1,000-1,249 grams",14,prenatal
8507,76505,Extreme immat 1250-1499g,"Extreme immaturity, 1,250-1,499 grams",14,prenatal
8508,76506,Extreme immat 1500-1749g,"Extreme immaturity, 1,500-1,749 grams",14,prenatal
8509,76507,Extreme immat 1750-1999g,"Extreme immaturity, 1,750-1,999 grams",14,prenatal
8510,76508,Extreme immat 2000-2499g,"Extreme immaturity, 2,000-2,499 grams",14,prenatal
8511,76509,Extreme immat 2500+g,"Extreme immaturity, 2,500 grams and over",14,prenatal
8512,76510,Preterm infant NEC wtNOS,"Other preterm infants, unspecified [weight]",14,prenatal
8513,76511,Preterm NEC <500g,"Other preterm infants, less than 500 grams",14,prenatal
8514,76512,Preterm NEC 500-749g,"Other preterm infants, 500-749 grams",14,prenatal
8515,76513,Preterm NEC 750-999g,"Other preterm infants, 750-999 grams",14,prenatal
8516,76514,Preterm NEC 1000-1249g,"Other preterm infants, 1,000-1,249 grams",14,prenatal
8517,76515,Preterm NEC 1250-1499g,"Other preterm infants, 1,250-1,499 grams",14,prenatal
8518,76516,Preterm NEC 1500-1749g,"Other preterm infants, 1,500-1,749 grams",14,prenatal
8519,76517,Preterm NEC 1750-1999g,"Other preterm infants, 1,750-1,999 grams",14,prenatal
8520,76518,Preterm NEC 2000-2499g,"Other preterm infants, 2,000-2,499 grams",14,prenatal
8521,76519,Preterm NEC 2500+g,"Other preterm infants, 2,500 grams and over",14,prenatal
8522,76520,Weeks of gestation NOS,Unspecified weeks of gestation,14,prenatal
8523,76521,<24 comp wks gestation,Less than 24 completed weeks of gestation,14,prenatal
8524,76522,24 comp weeks gestation,24 completed weeks of gestation,14,prenatal
8525,76523,25-26 comp wks gestation,25-26 completed weeks of gestation,14,prenatal
8526,80174,Op skl base fx-prol coma,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",16,injury
8527,80175,Op skl base fx-deep coma,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",16,injury
8528,80176,Opn skl base fx-coma NOS,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration",16,injury
8529,80179,Opn skul base fx-concuss,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified",16,injury
8530,80180,Opn skul base fx/hem NEC,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness",16,injury
8531,80181,Opn skl base fx w/o coma,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness",16,injury
8532,80182,Opn skl base fx-brf coma,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness",16,injury
8533,80183,Opn skl base fx-mod coma,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness",16,injury
8534,80184,Op skl base fx-prol coma,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",16,injury
8535,80185,Op skl base fx-deep coma,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",16,injury
8536,80186,Opn skl base fx-coma NOS,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration",16,injury
8537,80189,Opn skul base fx-concuss,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified",16,injury
8538,80190,Op sk base fx/br inj NEC,"Open fracture of base of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness",16,injury
8539,80191,Op skul base fx w/o coma,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with no loss of consciousness",16,injury
8540,80192,Opn skl base fx-brf coma,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness",16,injury
8541,80193,Opn skl base fx-mod coma,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness",16,injury
8542,80194,Op skl base fx-prol coma,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",16,injury
8543,80195,Op skl base fx-deep coma,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",16,injury
8544,80196,Opn skl base fx-coma NOS,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration",16,injury
8545,80199,Opn skul base fx-concuss,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with concussion, unspecified",16,injury
8546,8020,Nasal bone fx-closed,Closed fracture of nasal bones,16,injury
8547,8021,Nasal bone fx-open,Open fracture of nasal bones,16,injury
8548,80220,Mandible fx NOS-closed,"Closed fracture of mandible, unspecified site",16,injury
8549,80221,Fx condyl proc mandib-cl,"Closed fracture of mandible, condylar process",16,injury
8550,80222,Subcondylar fx mandib-cl,"Closed fracture of mandible, subcondylar",16,injury
8551,80223,Fx coron proc mandib-cl,"Closed fracture of mandible, coronoid process",16,injury
8552,80224,Fx ramus NOS-closed,"Closed fracture of mandible, ramus, unspecified",16,injury
8553,80225,Fx angle of jaw-closed,"Closed fracture of mandible, angle of jaw",16,injury
8554,80226,Fx symphy mandib body-cl,"Closed fracture of mandible, symphysis of body",16,injury
8555,80227,Fx alveolar bord mand-cl,"Closed fracture of mandible, alveolar border of body",16,injury
8556,80228,Fx mandible body NEC-cl,"Closed fracture of mandible, body, other and unspecified",16,injury
8557,80229,Mult fx mandible-closed,"Closed fracture of mandible, multiple sites",16,injury
8558,80230,Mandible fx NOS-open,"Open fracture of mandible, unspecified site",16,injury
8559,80231,Fx condyl proc mand-open,"Open fracture of mandible, condylar process",16,injury
8560,80232,Subcondyl fx mandib-open,"Open fracture of mandible, subcondylar",16,injury
8561,80233,Fx coron proc mandib-opn,"Open fracture of mandible, coronoid process",16,injury
8562,80234,Fx ramus NOS-open,"Open fracture of mandible, ramus, unspecified",16,injury
8563,80235,Fx angle of jaw-open,"Open fracture of mandible, angle of jaw",16,injury
8564,80236,Fx symphy mandib bdy-opn,"Open fracture of mandible, symphysis of body",16,injury
8565,80237,Fx alv bord mand bdy-opn,"Open fracture of mandible, alveolar border of body",16,injury
8566,80238,Fx mandible body NEC-opn,"Open fracture of mandible, body, other and unspecified",16,injury
8567,80239,Mult fx mandible-open,"Open fracture of mandible, multiple sites",16,injury
8568,8024,Fx malar/maxillary-close,Closed fracture of malar and maxillary bones,16,injury
8569,8025,Fx malar/maxillary-open,Open fracture of malar and maxillary bones,16,injury
8570,8026,Fx orbital floor-closed,Closed fracture of orbital floor (blow-out),16,injury
8571,8027,Fx orbital floor-open,Open fracture of orbital floor (blow-out),16,injury
8572,8028,Fx facial bone NEC-close,Closed fracture of other facial bones,16,injury
8573,8029,Fx facial bone NEC-open,Open fracture of other facial bones,16,injury
8574,85412,Opn brain inj-brief coma,"Intracranial injury of other and unspecified nature with open intracranial wound, with brief [less than one hour] loss of consciousness",16,injury
8575,85413,Opn brain inj-mod coma,"Intracranial injury of other and unspecified nature with open intracranial wound, with moderate [1-24 hours] loss of consciousness",16,injury
8576,85414,Opn brain inj-proln coma,"Intracranial injury of other and unspecified nature with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",16,injury
8577,85415,Opn brain inj-deep coma,"Intracranial injury of other and unspecified nature with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",16,injury
8578,85416,Open brain inj-coma NOS,"Intracranial injury of other and unspecified nature with open intracranial wound, with loss of consciousness of unspecified duration",16,injury
8579,85419,Opn brain inj-concussion,"Intracranial injury of other and unspecified nature with open intracranial wound, with concussion, unspecified",16,injury
8580,8600,Traum pneumothorax-close,Traumatic pneumothorax without mention of open wound into thorax,16,injury
8581,8601,Traum pneumothorax-open,Traumatic pneumothorax with open wound into thorax,16,injury
8582,8602,Traum hemothorax-closed,Traumatic hemothorax without mention of open wound into thorax,16,injury
8583,8603,Traum hemothorax-open,Traumatic hemothorax with open wound into thorax,16,injury
8584,8604,Traum pneumohemothor-cl,Traumatic pneumohemothorax without mention of open wound into thorax,16,injury
8585,8605,Traum pneumohemothor-opn,Traumatic pneumohemothorax with open wound into thorax,16,injury
8586,86100,Heart injury NOS-closed,Unspecified injury of heart without mention of open wound into thorax,16,injury
8587,86101,Heart contusion-closed,Contusion of heart without mention of open wound into thorax,16,injury
8588,86102,Heart laceration-closed,Laceration of heart without penetration of heart chambers or without mention of open wound into thorax,16,injury
8589,86103,Heart chamber lacerat-cl,Laceration of heart with penetration of heart chambers without mention of open wound into thorax,16,injury
8590,86110,Heart injury NOS-open,Unspecified injury of heart with open wound into thorax,16,injury
8591,86111,Heart contusion-open,Contusion of heart with open wound into thorax,16,injury
8592,86112,Heart laceration-open,"Laceration of heart without penetration of heart chambers, with open wound into thorax",16,injury
8593,86113,Heart chamber lacer-opn,Laceration of heart with penetration of heart chambers with open wound into thorax,16,injury
8594,86120,Lung injury NOS-closed,Unspecified injury of lung without mention of open wound into thorax,16,injury
8595,86121,Lung contusion-closed,Contusion of lung without mention of open wound into thorax,16,injury
8596,86122,Lung laceration-closed,Laceration of lung without mention of open wound into thorax,16,injury
8597,86130,Lung injury NOS-open,Unspecified injury of lung with open wound into thorax,16,injury
8598,86131,Lung contusion-open,Contusion of lung with open wound into thorax,16,injury
8599,86132,Lung laceration-open,Laceration of lung with open wound into thorax,16,injury
8600,7137,Arthrop w system dis NEC,Other general diseases with articular involvement,12,muscular
8601,7138,Arthrop w oth dis NEC,Arthropathy associated with other conditions classifiable elsewhere,12,muscular
8602,7140,Rheumatoid arthritis,Rheumatoid arthritis,12,muscular
8603,7141,Felty's syndrome,Felty's syndrome,12,muscular
8604,7142,Syst rheum arthritis NEC,Other rheumatoid arthritis with visceral or systemic involvement,12,muscular
8605,71430,Juv rheum arthritis NOS,"Polyarticular juvenile rheumatoid arthritis, chronic or unspecified",12,muscular
8606,71431,Polyart juv rheum arthr,"Polyarticular juvenile rheumatoid arthritis, acute",12,muscular
8607,71432,Pauciart juv rheum arthr,Pauciarticular juvenile rheumatoid arthritis,12,muscular
8608,71433,Monoart juv rheum arthr,Monoarticular juvenile rheumatoid arthritis,12,muscular
8609,7144,Chr postrheum arthritis,Chronic postrheumatic arthropathy,12,muscular
8610,71481,Rheumatoid lung,Rheumatoid lung,12,muscular
8611,71489,Inflamm polyarthrop NEC,Other specified inflammatory polyarthropathies,12,muscular
8612,7149,Inflamm polyarthrop NOS,Unspecified inflammatory polyarthropathy,12,muscular
8613,71500,General osteoarthrosis,"Osteoarthrosis, generalized, site unspecified",12,muscular
8614,71504,Gen osteoarthros-hand,"Osteoarthrosis, generalized, hand",12,muscular
8615,71509,General osteoarthrosis,"Osteoarthrosis, generalized, multiple sites",12,muscular
8616,71510,Loc prim osteoart-unspec,"Osteoarthrosis, localized, primary, site unspecified",12,muscular
8617,71511,Loc prim osteoart-shlder,"Osteoarthrosis, localized, primary, shoulder region",12,muscular
8618,71512,Loc prim osteoart-up/arm,"Osteoarthrosis, localized, primary, upper arm",12,muscular
8619,71513,Loc prim osteoart-forarm,"Osteoarthrosis, localized, primary, forearm",12,muscular
8620,71514,Loc prim osteoarth-hand,"Osteoarthrosis, localized, primary, hand",12,muscular
8621,71515,Loc prim osteoart-pelvis,"Osteoarthrosis, localized, primary, pelvic region and thigh",12,muscular
8622,71516,Loc prim osteoart-l/leg,"Osteoarthrosis, localized, primary, lower leg",12,muscular
8623,71517,Loc prim osteoarth-ankle,"Osteoarthrosis, localized, primary, ankle and foot",12,muscular
8624,71518,Loc prim osteoarthr NEC,"Osteoarthrosis, localized, primary, other specified sites",12,muscular
8625,71520,Loc 2nd osteoarth-unspec,"Osteoarthrosis, localized, secondary, site unspecified",12,muscular
8626,71521,Loc 2nd osteoarth-shlder,"Osteoarthrosis, localized, secondary, shoulder region",12,muscular
8627,71522,Loc 2nd osteoarth-up/arm,"Osteoarthrosis, localized, secondary, upper arm",12,muscular
8628,71523,Loc 2nd osteoart-forearm,"Osteoarthrosis, localized, secondary, forearm",12,muscular
8629,71524,Loc 2nd osteoarthro-hand,"Osteoarthrosis, localized, secondary, hand",12,muscular
8630,71525,Loc 2nd osteoarth-pelvis,"Osteoarthrosis, localized, secondary, pelvic region and thigh",12,muscular
8631,71526,Loc 2nd osteoarthr-l/leg,"Osteoarthrosis, localized, secondary, lower leg",12,muscular
8632,71527,Loc 2nd osteoarthr-ankle,"Osteoarthrosis, localized, secondary, ankle and foot",12,muscular
8633,71528,Loc 2nd osteoarthros NEC,"Osteoarthrosis, localized, secondary, other specified sites",12,muscular
8634,71530,Loc osteoarth NOS-unspec,"Osteoarthrosis, localized, not specified whether primary or secondary, site unspecified",12,muscular
8635,71531,Loc osteoarth NOS-shlder,"Osteoarthrosis, localized, not specified whether primary or secondary, shoulder region",12,muscular
8636,71532,Loc osteoarth NOS-up/arm,"Osteoarthrosis, localized, not specified whether primary or secondary, upper arm",12,muscular
8637,71533,Loc osteoart NOS-forearm,"Osteoarthrosis, localized, not specified whether primary or secondary, forearm",12,muscular
8638,71534,Loc osteoarth NOS-hand,"Osteoarthrosis, localized, not specified whether primary or secondary, hand",12,muscular
8639,71535,Loc osteoarth NOS-pelvis,"Osteoarthrosis, localized, not specified whether primary or secondary, pelvic region and thigh",12,muscular
8640,71536,Loc osteoarth NOS-l/leg,"Osteoarthrosis, localized, not specified whether primary or secondary, lower leg",12,muscular
8641,71537,Loc osteoarth NOS-ankle,"Osteoarthrosis, localized, not specified whether primary or secondary, ankle and foot",12,muscular
8642,71538,Loc osteoar NOS-site NEC,"Osteoarthrosis, localized, not specified whether primary or secondary, other specified sites",12,muscular
8643,71580,Osteoarthrosis-mult site,"Osteoarthrosis involving, or with mention of more than one site, but not specified as generalized, site unspecified",12,muscular
8644,71589,Osteoarthrosis-mult site,"Osteoarthrosis involving, or with mention of more than one site, but not specified as generalized, multiple sites",12,muscular
8645,71590,Osteoarthros NOS-unspec,"Osteoarthrosis, unspecified whether generalized or localized, site unspecified",12,muscular
8646,71591,Osteoarthros NOS-shlder,"Osteoarthrosis, unspecified whether generalized or localized, shoulder region",12,muscular
8647,71592,Osteoarthros NOS-up/arm,"Osteoarthrosis, unspecified whether generalized or localized, upper arm",12,muscular
8648,71593,Osteoarthros NOS-forearm,"Osteoarthrosis, unspecified whether generalized or localized, forearm",12,muscular
8649,71594,Osteoarthros NOS-hand,"Osteoarthrosis, unspecified whether generalized or localized, hand",12,muscular
8650,71595,Osteoarthros NOS-pelvis,"Osteoarthrosis, unspecified whether generalized or localized, pelvic region and thigh",12,muscular
8651,71596,Osteoarthros NOS-l/leg,"Osteoarthrosis, unspecified whether generalized or localized, lower leg",12,muscular
8652,71597,Osteoarthros NOS-ankle,"Osteoarthrosis, unspecified whether generalized or localized, ankle and foot",12,muscular
8653,71598,Osteoarthro NOS-oth site,"Osteoarthrosis, unspecified whether generalized or localized, other specified sites",12,muscular
8654,71600,Kaschin-beck dis-unspec,"Kaschin-Beck disease, site unspecified",12,muscular
8655,71601,Kaschin-beck dis-shlder,"Kaschin-Beck disease, shoulder region",12,muscular
8656,71602,Kaschin-beck dis-up/arm,"Kaschin-Beck disease, upper arm",12,muscular
8657,71603,Kaschin-beck dis-forearm,"Kaschin-Beck disease, forearm",12,muscular
8658,71604,Kaschin-beck dis-hand,"Kaschin-Beck disease, hand",12,muscular
8659,71605,Kaschin-beck dis-pelvis,"Kaschin-Beck disease, pelvic region and thigh",12,muscular
8660,71606,Kaschin-beck dis-l/leg,"Kaschin-Beck disease, lower leg",12,muscular
8661,71607,Kaschin-beck dis-ankle,"Kaschin-Beck disease, ankle and foot",12,muscular
8662,71608,Kaschin-beck dis NEC,"Kaschin-Beck disease, other specified sites",12,muscular
8663,71609,Kaschin-beck dis-mult,"Kaschin-Beck disease, multiple sites",12,muscular
8664,71610,Traum arthropathy-unspec,"Traumatic arthropathy, site unspecified",12,muscular
8665,71611,Traum arthropathy-shlder,"Traumatic arthropathy, shoulder region",12,muscular
8666,71612,Traum arthropathy-up/arm,"Traumatic arthropathy, upper arm",12,muscular
8667,71613,Traum arthropath-forearm,"Traumatic arthropathy, forearm",12,muscular
8668,71614,Traum arthropathy-hand,"Traumatic arthropathy, hand",12,muscular
8669,76524,27-28 comp wks gestation,27-28 completed weeks of gestation,14,prenatal
8670,76525,29-30 comp wks gestation,29-30 completed weeks of gestation,14,prenatal
8671,76526,31-32 comp wks gestation,31-32 completed weeks of gestation,14,prenatal
8672,76527,33-34 comp wks gestation,33-34 completed weeks of gestation,14,prenatal
8673,76528,35-36 comp wks gestation,35-36 completed weeks of gestation,14,prenatal
8674,76529,37+ comp wks gestation,37 or more completed weeks of gestation,14,prenatal
8675,7660,Exceptionally large baby,Exceptionally large baby,14,prenatal
8676,7661,Heavy-for-date infan NEC,"Other ""heavy-for-dates"" infants",14,prenatal
8677,76621,Post-term infant,Post-term infant,14,prenatal
8678,76622,Prolong gestation-infant,Prolonged gestation of infant,14,prenatal
8679,7670,Cerebral hem at birth,Subdural and cerebral hemorrhage,14,prenatal
8680,76711,Epicranial subapo hemorr,Epicranial subaponeurotic hemorrhage (massive),14,prenatal
8681,76719,Injuries to scalp NEC,Other injuries to scalp,14,prenatal
8682,7672,Clavicle fx at birth,Fracture of clavicle due to birth trauma,14,prenatal
8683,7673,Bone injury NEC at birth,Other injuries to skeleton due to birth trauma,14,prenatal
8684,7674,Spinal cord inj at birth,Injury to spine and spinal cord due to birth trauma,14,prenatal
8685,7675,Facial nerve inj-birth,Facial nerve injury due to birth trauma,14,prenatal
8686,7676,Brach plexus inj-birth,Injury to brachial plexus due to birth trauma,14,prenatal
8687,7677,Nerve inj NEC at birth,Other cranial and peripheral nerve injuries due to birth trauma,14,prenatal
8688,7678,Birth trauma NEC,Other specified birth trauma,14,prenatal
8689,7679,Birth trauma NOS,"Birth trauma, unspecified",14,prenatal
8690,7680,Fetal death-anoxia NOS,Fetal death from asphyxia or anoxia before onset of labor or at unspecified time,14,prenatal
8691,7681,Fet death-anoxia dur lab,Fetal death from asphyxia or anoxia during labor,14,prenatal
8692,7682,Fet distress befor labor,"Fetal distress before onset of labor, in liveborn infant",14,prenatal
8693,7683,Fetal distrs dur lab/del,"Fetal distress first noted during labor and delivery, in liveborn infant",14,prenatal
8694,7684,Fetal distress NOS,"Fetal distress, unspecified as to time of onset, in liveborn infant",14,prenatal
8695,7685,Severe birth asphyxia,Severe birth asphyxia,14,prenatal
8696,7686,Mild/mod birth asphyxia,Mild or moderate birth asphyxia,14,prenatal
8697,76870,Hypoxc-ischem enceph NOS,"Hypoxic-ischemic encephalopathy, unspecified",14,prenatal
8698,76871,Mild hypox-ischem enceph,Mild hypoxic-ischemic encephalopathy,14,prenatal
8699,76872,Mod hypox-ischem enceph,Moderate hypoxic-ischemic encephalopathy,14,prenatal
8700,76873,Sev hypox-ischem enceph,Severe hypoxic-ischemic encephalopathy,14,prenatal
8701,7689,Birth asphyxia NOS,Unspecified severity of birth asphyxia in liveborn infant,14,prenatal
8702,769,Respiratory distress syn,Respiratory distress syndrome in newborn,14,prenatal
8703,7700,Congenital pneumonia,Congenital pneumonia,14,prenatal
8704,77010,Fetal & newborn asp NOS,"Fetal and newborn aspiration, unspecified",14,prenatal
8705,77011,Meconium asp wo resp sym,Meconium aspiration without respiratory symptoms,14,prenatal
8706,77012,Meconium asp w resp symp,Meconium aspiration with respiratory symptoms,14,prenatal
8707,77013,Amniotc asp w/o resp sym,Aspiration of clear amniotic fluid without respiratory symptoms,14,prenatal
8708,77014,Amniotic asp w resp sym,Aspiration of clear amniotic fluid with respiratory symptoms,14,prenatal
8709,77015,Blood asp w/o resp sympt,Aspiration of blood without respiratory symptoms,14,prenatal
8710,77016,Blood asp w resp sympt,Aspiration of blood with respiratory symptoms,14,prenatal
8711,77017,NB asp w/o resp symp NEC,Other fetal and newborn aspiration without respiratory symptoms,14,prenatal
8712,77018,NB asp w resp symp NEC,Other fetal and newborn aspiration with respiratory symptoms,14,prenatal
8713,7702,NB interstit emphysema,Interstitial emphysema and related conditions,14,prenatal
8714,7703,NB pulmonary hemorrhage,Pulmonary hemorrhage,14,prenatal
8715,7704,Primary atelectasis,Primary atelectasis,14,prenatal
8716,7705,NB atelectasis NEC/NOS,Other and unspecified atelectasis,14,prenatal
8717,7706,NB transitory tachypnea,Transitory tachypnea of newborn,14,prenatal
8718,80300,Close skull fracture NEC,"Other closed skull fracture without mention of intracranial injury, unspecified state of consciousness",16,injury
8719,80301,Cl skull fx NEC w/o coma,"Other closed skull fracture without mention of intracranial injury, with no loss of consciousness",16,injury
8720,80302,Cl skull fx NEC-brf coma,"Other closed skull fracture without mention of intracranial injury, with brief [less than one hour] loss of consciousness",16,injury
8721,80303,Cl skull fx NEC-mod coma,"Other closed skull fracture without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness",16,injury
8722,80304,Cl skl fx NEC-proln coma,"Other closed skull fracture without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",16,injury
